name,position,goals,shots
Yangel Herrera,MF,5,80
Yann Karamoh,FW,6,78
Yann Sommer,GK,0,0
Yannick Bolasie,FW,1,19
Yannick Cahuzac,MF,2,15
Yannick Carrasco,MF,10,85
Yannick Gerhardt,MF,7,86
Yannis Salibur,FW,4,88
Yassin Benrahou,MF,0,18
Yassine Benzia,MF,1,29
Yassine El Ghanassy,FW,0,13
Yaya Sanogo,FW,12,121
Yeray Álvarez,DF,1,33
Yeremi Pino,FW,3,13
Yerry Mina,DF,4,47
Yevhen Konoplyanka,FW,4,54
Yoane Wissa,FW,10,59
Yoann Andreu,DF,0,5
Yoann Court,FW,3,33
Yoel Armougom,DF,0,11
Yohan Cabaye,MF,0,49
Yordan Osorio,DF,0,7
Yoshinori Muto,FW,10,65
Youcef Atal,DF,7,44
Younousse Sankhare,MF,8,57
Youri Tielemans,MF,14,163
Youssef Ait Bennasser,MF,0,23
Youssef En-Nesyri,FW,39,257
Youssouf Fofana,MF,2,48
Youssouf Kone,DF,0,5
Youssouf Sabaly,DF,1,35
Yunis Abdelhamid,DF,6,53
Yunus Malli,FW,6,63
Yunus Musah,MF,1,7
Yuri,DF,3,26
Yusuf Yazici,FW,8,65
Yuto Nagatomo,DF,0,4
Yuya Kubo,FW,1,29
Yuya Osako,FW,15,118
Yvan Neyou,MF,1,30
Yves Bissouma,MF,4,130
Zack Steffen,GK,0,0
Zakaria Bakkali,FW,0,25
Zaldúa,DF,2,24
Zan Majer,MF,1,19
Zaydou Youssef,MF,1,23
Zinedine Ferhat,FW,9,106
Zlatan Ibrahimovic,FW,25,146
Zlatko Junuzovic,MF,2,42
Zouhair Feddal,DF,5,31
Ádám Szalai,FW,13,138
Álex Fernández,MF,4,10
Álex Gallar,MF,4,27
Álex Moreno,DF,1,61
Álvaro Fernández,GK,0,1
Álvaro García,FW,4,27
Álvaro González,DF,3,58
Álvaro Medrán,MF,5,42
Álvaro Morata,FW,45,269
Álvaro Negredo,FW,8,47
Álvaro Odriozola,DF,0,8
Álvaro Vadillo,FW,3,17
Ángel,FW,18,106
Ángel Correa,FW,9,52
Ángel Di María,FW,36,330
Éder,FW,3,27
Étienne Didot,MF,3,37
Éver Banega,MF,9,109
Íñigo Lekue,DF,0,20
Óliver Torres,MF,3,26
Óscar Duarte,DF,1,7
Óscar Melendo,MF,1,20
Óscar Mingueza,DF,2,12
Óscar Plano,MF,12,124
Óscar Rodríguez,MF,13,133
Óscar Trejo,MF,1,20
Ömer Toprak,DF,2,23
